epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
256,18114.5,0.6301,0.84865,0.39937,0.92709,0.97285,0.92601,0.96311,0.84429,0.94731,0.89854,0.924,0.70628,0.60836,1.14318,0.41151,0.87965,0.000317,0.000317,0.000317
257,18184.5,0.62531,0.83257,0.41719,0.92704,0.97212,0.92783,0.96449,0.84352,0.94597,0.9015,0.9255,0.71113,0.60878,1.14449,0.41053,0.87937,0.0003104,0.0003104,0.0003104
258,18255.1,0.63548,0.85596,0.39624,0.93096,0.97066,0.93065,0.96468,0.84539,0.94955,0.90399,0.92753,0.70944,0.60794,1.1638,0.40916,0.87844,0.0003038,0.0003038,0.0003038
259,18325.5,0.61729,0.82951,0.39343,0.91498,0.96435,0.93271,0.96463,0.84651,0.94105,0.89853,0.92349,0.70879,0.60793,1.13735,0.40935,0.87863,0.0002972,0.0002972,0.0002972
260,18396,0.62378,0.84325,0.39806,0.92286,0.96412,0.9302,0.96466,0.84539,0.94492,0.89815,0.92664,0.70766,0.60918,1.14583,0.40962,0.87981,0.0002906,0.0002906,0.0002906
261,18466.5,0.61774,0.82192,0.39222,0.91623,0.97068,0.92414,0.96379,0.84388,0.94296,0.89774,0.92444,0.70628,0.60806,1.15723,0.41191,0.87825,0.000284,0.000284,0.000284
262,18536.9,0.62791,0.82226,0.39615,0.91962,0.96908,0.92666,0.96273,0.84307,0.94278,0.89853,0.92009,0.70447,0.60942,1.15131,0.41122,0.87858,0.0002774,0.0002774,0.0002774
263,18607.7,0.61652,0.8264,0.39119,0.91804,0.96932,0.92384,0.96217,0.84379,0.94329,0.89613,0.92059,0.70421,0.60506,1.16545,0.40953,0.87818,0.0002708,0.0002708,0.0002708
264,18677.9,0.62187,0.83187,0.39192,0.91244,0.96442,0.92774,0.964,0.84572,0.93851,0.89507,0.92192,0.70728,0.60846,1.16088,0.41196,0.87948,0.0002642,0.0002642,0.0002642
265,18749,0.62317,0.82927,0.39487,0.91314,0.97087,0.92406,0.964,0.84527,0.94462,0.8955,0.92438,0.70872,0.60584,1.15598,0.40875,0.87827,0.0002576,0.0002576,0.0002576
266,18819.5,0.61396,0.80966,0.39552,0.92301,0.9711,0.92601,0.96474,0.84566,0.94629,0.8929,0.92433,0.70735,0.60419,1.14602,0.40654,0.87884,0.000251,0.000251,0.000251
267,18890.2,0.61021,0.81246,0.38898,0.91884,0.97712,0.92383,0.96394,0.84623,0.94928,0.89247,0.9198,0.70465,0.60415,1.16253,0.4071,0.87952,0.0002444,0.0002444,0.0002444
268,18960.9,0.61957,0.83175,0.39012,0.91531,0.97683,0.92492,0.96473,0.84688,0.94747,0.89364,0.92063,0.70603,0.60572,1.16511,0.40716,0.87876,0.0002378,0.0002378,0.0002378
269,19031.3,0.61072,0.81047,0.38827,0.91826,0.97361,0.92687,0.96592,0.84959,0.94313,0.89705,0.92282,0.7076,0.60046,1.15994,0.40781,0.87788,0.0002312,0.0002312,0.0002312
270,19101.6,0.62458,0.84034,0.4057,0.9261,0.9664,0.92734,0.96405,0.84862,0.93851,0.89815,0.92194,0.70835,0.60259,1.16105,0.40936,0.87755,0.0002246,0.0002246,0.0002246
271,19173.5,0.61449,0.80948,0.3861,0.91509,0.97008,0.92428,0.96238,0.84517,0.94143,0.89528,0.92119,0.70692,0.60148,1.16381,0.41041,0.87783,0.000218,0.000218,0.000218
272,19243.6,0.61501,0.81565,0.39055,0.91437,0.96846,0.92687,0.96246,0.8444,0.94291,0.89875,0.92065,0.70494,0.60156,1.1607,0.40993,0.879,0.0002114,0.0002114,0.0002114
273,19314.3,0.61157,0.81556,0.38712,0.91624,0.96992,0.92786,0.96226,0.84564,0.94386,0.89853,0.9225,0.70524,0.60286,1.15651,0.4103,0.87858,0.0002048,0.0002048,0.0002048
274,19384.3,0.617,0.8181,0.38885,0.9191,0.96839,0.92784,0.96512,0.84728,0.94402,0.89766,0.92306,0.70581,0.60305,1.14746,0.41021,0.87788,0.0001982,0.0001982,0.0001982
275,19454.9,0.61031,0.81845,0.38687,0.9165,0.97002,0.92411,0.96371,0.84765,0.94381,0.8976,0.92341,0.70606,0.60179,1.14957,0.41024,0.87716,0.0001916,0.0001916,0.0001916
276,19524.4,0.63002,0.83982,0.44065,0.9238,0.97016,0.92449,0.96273,0.84585,0.94463,0.89615,0.92258,0.70714,0.6009,1.13816,0.40737,0.8763,0.000185,0.000185,0.000185
277,19594.8,0.61033,0.81053,0.38408,0.91205,0.96802,0.92752,0.96304,0.84736,0.94672,0.89574,0.92322,0.70789,0.59943,1.14252,0.40809,0.87703,0.0001784,0.0001784,0.0001784
278,19664.5,0.61174,0.81481,0.38865,0.91705,0.96942,0.92622,0.96352,0.84784,0.94222,0.89939,0.92381,0.70737,0.60153,1.14093,0.40892,0.87737,0.0001718,0.0001718,0.0001718
279,19734.6,0.60956,0.8345,0.39278,0.91572,0.97245,0.92401,0.96429,0.84775,0.9463,0.89588,0.92457,0.70971,0.60252,1.13479,0.40702,0.87727,0.0001652,0.0001652,0.0001652
280,19805.1,0.60746,0.81121,0.38401,0.91297,0.96686,0.92799,0.96392,0.84743,0.94762,0.89701,0.92392,0.70731,0.60309,1.13147,0.40644,0.8768,0.0001586,0.0001586,0.0001586
281,19875.5,0.60996,0.80063,0.38736,0.92116,0.97024,0.92666,0.96453,0.84807,0.94707,0.89723,0.92324,0.70432,0.60159,1.13492,0.40691,0.87625,0.000152,0.000152,0.000152
282,19945.6,0.60863,0.8086,0.38698,0.91689,0.97106,0.92666,0.96373,0.84823,0.94796,0.90004,0.9247,0.70651,0.59883,1.1377,0.40625,0.87623,0.0001454,0.0001454,0.0001454
283,20016.5,0.59751,0.78407,0.37641,0.90943,0.9703,0.92586,0.96328,0.84826,0.94777,0.90026,0.92576,0.7089,0.59743,1.13065,0.40728,0.87596,0.0001388,0.0001388,0.0001388
284,20087,0.61083,0.85666,0.39578,0.92598,0.97114,0.92472,0.96339,0.84876,0.94755,0.90134,0.92648,0.70884,0.59744,1.12405,0.40634,0.8758,0.0001322,0.0001322,0.0001322
285,20157.5,0.59977,0.80152,0.38072,0.9107,0.97048,0.92622,0.96417,0.8495,0.94574,0.90199,0.92764,0.7102,0.5978,1.13095,0.40631,0.87532,0.0001256,0.0001256,0.0001256
286,20228.4,0.60302,0.80169,0.38729,0.91326,0.9697,0.92644,0.96387,0.84925,0.94522,0.8997,0.92537,0.70994,0.5991,1.13079,0.40555,0.87578,0.000119,0.000119,0.000119
287,20298.9,0.61294,0.81248,0.38511,0.92051,0.97143,0.92684,0.96409,0.84866,0.9443,0.89831,0.92392,0.70848,0.60013,1.13832,0.40485,0.8752,0.0001124,0.0001124,0.0001124
288,20368.7,0.59832,0.79403,0.37987,0.91077,0.96914,0.92795,0.96386,0.84903,0.94466,0.89853,0.92384,0.70832,0.59868,1.14469,0.40435,0.87465,0.0001058,0.0001058,0.0001058
289,20438.8,0.59693,0.79307,0.3785,0.91045,0.9723,0.92649,0.96391,0.85059,0.94382,0.89781,0.92223,0.70738,0.59619,1.14013,0.40289,0.87429,9.92e-05,9.92e-05,9.92e-05
290,20509.3,0.59734,0.81435,0.3789,0.91246,0.97503,0.92428,0.9633,0.85041,0.94642,0.89658,0.92258,0.70915,0.59601,1.14242,0.40236,0.87447,9.26e-05,9.26e-05,9.26e-05
291,20552.1,0.54744,0.79707,0.37251,0.87007,0.97205,0.9273,0.96386,0.84747,0.94586,0.8981,0.92244,0.70458,0.5968,1.14975,0.40132,0.8747,8.6e-05,8.6e-05,8.6e-05
292,20592.3,0.52663,0.74729,0.35657,0.8582,0.97167,0.92742,0.96366,0.84734,0.94341,0.89939,0.92107,0.70299,0.59791,1.154,0.40151,0.87527,7.94e-05,7.94e-05,7.94e-05
293,20632.7,0.52711,0.72501,0.38613,0.85797,0.97057,0.93012,0.96505,0.84995,0.94543,0.90134,0.92311,0.70545,0.59659,1.1624,0.39989,0.87481,7.28e-05,7.28e-05,7.28e-05
294,20673.1,0.52335,0.72198,0.35093,0.85761,0.9735,0.92975,0.9658,0.85176,0.9472,0.89875,0.92283,0.70582,0.59424,1.16519,0.39897,0.87429,6.62e-05,6.62e-05,6.62e-05
295,20713.4,0.53989,0.83622,0.36539,0.89082,0.97299,0.92817,0.9658,0.85198,0.94587,0.90048,0.92389,0.70708,0.59196,1.16971,0.39736,0.87413,5.96e-05,5.96e-05,5.96e-05
296,20754,0.53118,0.74689,0.35888,0.86388,0.97485,0.92687,0.9664,0.85381,0.94604,0.89905,0.92351,0.70688,0.5914,1.17594,0.39648,0.87363,5.3e-05,5.3e-05,5.3e-05
297,20794.6,0.51812,0.726,0.34854,0.85222,0.97626,0.92549,0.96598,0.85327,0.9466,0.89736,0.92256,0.70489,0.59251,1.18026,0.39745,0.87373,4.64e-05,4.64e-05,4.64e-05
298,20835,0.50666,0.70605,0.53694,0.84391,0.97603,0.92518,0.96627,0.85316,0.94689,0.89745,0.92226,0.70514,0.59189,1.17611,0.39629,0.87384,3.98e-05,3.98e-05,3.98e-05
299,20875.6,0.54416,0.799,0.36192,0.88943,0.97736,0.92457,0.96587,0.85347,0.94831,0.89714,0.92272,0.70606,0.59131,1.17458,0.39608,0.87346,3.32e-05,3.32e-05,3.32e-05
300,20916.2,0.5107,0.71196,0.34285,0.85413,0.97727,0.92471,0.96629,0.85341,0.94805,0.89627,0.92245,0.70612,0.5905,1.17874,0.39651,0.87311,2.66e-05,2.66e-05,2.66e-05
